Manufacturer,Lens Family,Focal Length,Speed,Close Focus,Mount,Coverage,Image Circle,Anamorphic Squeeze,Outer Diameter,Filter Thread,Weight,Lens Type,Notes,Lens Specialty,photo,description,Hybrid
Zeiss,CZ.2,15-30mm,T2.9,"22""",PL or EF,Full Frame,,1x,114mm,N/A,5.7lbs,Zoom,"Color matched Compact Zoom <p><a href=""/lens?family=CZ.2"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/edec8d11-6bb3-4077-9cc0-a39387122d0e/5S5A4634+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/661698dc-0a4c-4d3d-8840-a963f75d78d3/5S5A4622+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/97e75cff-e802-4b9f-ae47-1a60a60bc5c1/5S5A4558+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/a4a57cf6-03a3-453a-b725-2957f600d52f/5S5A4570+copy.jpg?content-type=image%2Fjpeg","The Zeiss CZ.2 Cinema Zoom Lenses are full-frame cine zooms with a constant T2.9 aperture, covering focal ranges from 15–30mm, 28–80mm, and 70–200mm. They feature interchangeable mounts (PL + EF) for versatile camera compatibility. With high-resolution, low-distortion optics, they are color-matched, and showcase Zeiss' classic optical qualities.",
Zeiss,CZ.2,28-80mm,T2.9,2.67',PL or EF,Full Frame,,1x,114mm,N/A,5.5lbs,Zoom,"Color matched Compact Zoom <p><a href=""/lens?family=CZ.2"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/edec8d11-6bb3-4077-9cc0-a39387122d0e/5S5A4634+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/661698dc-0a4c-4d3d-8840-a963f75d78d3/5S5A4622+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/97e75cff-e802-4b9f-ae47-1a60a60bc5c1/5S5A4558+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/a4a57cf6-03a3-453a-b725-2957f600d52f/5S5A4570+copy.jpg?content-type=image%2Fjpeg","The Zeiss CZ.2 Cinema Zoom Lenses are full-frame cine zooms with a constant T2.9 aperture, covering focal ranges from 15–30mm, 28–80mm, and 70–200mm. They feature interchangeable mounts (PL + EF) for versatile camera compatibility. With high-resolution, low-distortion optics, they are color-matched, and showcase Zeiss' classic optical qualities.",
Zeiss,CZ.2,70-200mm,T2.9,5',PL or EF,Full Frame,,1x,114mm,N/A,6.2lbs,Zoom,"Color matched Compact Zoom <p><a href=""/lens?family=CZ.2"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/edec8d11-6bb3-4077-9cc0-a39387122d0e/5S5A4634+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/661698dc-0a4c-4d3d-8840-a963f75d78d3/5S5A4622+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/97e75cff-e802-4b9f-ae47-1a60a60bc5c1/5S5A4558+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/a4a57cf6-03a3-453a-b725-2957f600d52f/5S5A4570+copy.jpg?content-type=image%2Fjpeg","The Zeiss CZ.2 Cinema Zoom Lenses are full-frame cine zooms with a constant T2.9 aperture, covering focal ranges from 15–30mm, 28–80mm, and 70–200mm. They feature interchangeable mounts (PL + EF) for versatile camera compatibility. With high-resolution, low-distortion optics, they are color-matched, and showcase Zeiss' classic optical qualities.",
Zeiss,Standard Speed,10mm,T2.1,"14""",PL,Super 35,,1x,156mm,N/A,7lbs,Prime,"<p><a href=""/lens?family=Standard%20Speed"">More Info</a></p>",,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/bad4b0b4-03e5-4f54-b50c-e492440594c2/standards-5+copy.jpg?content-type=image%2Fjpeg,"The Zeiss Standard Speeds are prized for their compact size and robust build, making them ideal for handheld and mobile setups. Known for their signature Zeiss look, they deliver sharp images with natural contrast and color.",
Zeiss,Standard Speed,12mm,T2.1,"10""",PL,Super 35,,1x,135mm,N/A,2.5lbs,Prime,"<p><a href=""/lens?family=Standard%20Speed"">More Info</a></p>",,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/bad4b0b4-03e5-4f54-b50c-e492440594c2/standards-5+copy.jpg?content-type=image%2Fjpeg,"The Zeiss Standard Speeds are prized for their compact size and robust build, making them ideal for handheld and mobile setups. Known for their signature Zeiss look, they deliver sharp images with natural contrast and color.",
Zeiss,Standard Speed,14mm,T2.1,"9""",PL,Super 35,,1x,114mm,N/A,3.2lbs,Prime,"<p><a href=""/lens?family=Standard%20Speed"">More Info</a></p>",,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/bad4b0b4-03e5-4f54-b50c-e492440594c2/standards-5+copy.jpg?content-type=image%2Fjpeg,"The Zeiss Standard Speeds are prized for their compact size and robust build, making them ideal for handheld and mobile setups. Known for their signature Zeiss look, they deliver sharp images with natural contrast and color.",
Zeiss,Standard Speed,16mm,T2.1,"5""",PL,Super 35,,1x,80mm,N/A,1.2lbs,Prime,"<p><a href=""/lens?family=Standard%20Speed"">More Info</a></p>",,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/bad4b0b4-03e5-4f54-b50c-e492440594c2/standards-5+copy.jpg?content-type=image%2Fjpeg,"The Zeiss Standard Speeds are prized for their compact size and robust build, making them ideal for handheld and mobile setups. Known for their signature Zeiss look, they deliver sharp images with natural contrast and color.",
Zeiss,Standard Speed,24mm,T2.1,"8""",PL,Super 35,,1x,80mm,N/A,1lb,Prime,"<p><a href=""/lens?family=Standard%20Speed"">More Info</a></p>",,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/bad4b0b4-03e5-4f54-b50c-e492440594c2/standards-5+copy.jpg?content-type=image%2Fjpeg,"The Zeiss Standard Speeds are prized for their compact size and robust build, making them ideal for handheld and mobile setups. Known for their signature Zeiss look, they deliver sharp images with natural contrast and color.",
Zeiss,Standard Speed,32mm,T2.1,"3""",PL,Super 35,,1x,80mm,N/A,1lb,Prime,"<p><a href=""/lens?family=Standard%20Speed"">More Info</a></p>",,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/bad4b0b4-03e5-4f54-b50c-e492440594c2/standards-5+copy.jpg?content-type=image%2Fjpeg,"The Zeiss Standard Speeds are prized for their compact size and robust build, making them ideal for handheld and mobile setups. Known for their signature Zeiss look, they deliver sharp images with natural contrast and color.",
Zeiss,Standard Speed,50mm,T2.1,"1'4""",PL,Super 35,,1x,80mm,N/A,1lb,Prime,"<p><a href=""/lens?family=Standard%20Speed"">More Info</a></p>",,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/bad4b0b4-03e5-4f54-b50c-e492440594c2/standards-5+copy.jpg?content-type=image%2Fjpeg,"The Zeiss Standard Speeds are prized for their compact size and robust build, making them ideal for handheld and mobile setups. Known for their signature Zeiss look, they deliver sharp images with natural contrast and color.",
Zeiss,Standard Speed,85mm,T2.1,3',PL,Super 35,,1x,80mm,N/A,1.5lbs,Prime,"<p><a href=""/lens?family=Standard%20Speed"">More Info</a></p>",,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/bad4b0b4-03e5-4f54-b50c-e492440594c2/standards-5+copy.jpg?content-type=image%2Fjpeg,"The Zeiss Standard Speeds are prized for their compact size and robust build, making them ideal for handheld and mobile setups. Known for their signature Zeiss look, they deliver sharp images with natural contrast and color.",
Zeiss,Standard Speed,100mm,T2.1,"3'4""",PL,Super 35,,1x,80mm,N/A,1.6lbs,Prime,"<p><a href=""/lens?family=Standard%20Speed"">More Info</a></p>",,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/bad4b0b4-03e5-4f54-b50c-e492440594c2/standards-5+copy.jpg?content-type=image%2Fjpeg,"The Zeiss Standard Speeds are prized for their compact size and robust build, making them ideal for handheld and mobile setups. Known for their signature Zeiss look, they deliver sharp images with natural contrast and color.",
Zeiss,Standard Speed,135mm,T2.1,5',PL,Super 35,,1x,80mm,N/A,2.25lbs,Prime,"<p><a href=""/lens?family=Standard%20Speed"">More Info</a></p>",,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/bad4b0b4-03e5-4f54-b50c-e492440594c2/standards-5+copy.jpg?content-type=image%2Fjpeg,"The Zeiss Standard Speeds are prized for their compact size and robust build, making them ideal for handheld and mobile setups. Known for their signature Zeiss look, they deliver sharp images with natural contrast and color.",
Zeiss,Super Speed,18mm,T1.3,"10""",PL,Super 35,,1x,80mm,N/A,2.8lbs,Prime,"Available in Mark 1 (expanded scale), Mark 2, or Mark 3 sets, coated or uncoated. <p><a href=""/lens?family=Super%20Speed"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/21b99e85-5eab-4864-860e-92c86187506f/5S5A2931+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/061bff2a-7b6b-43b3-bc4b-89b4806ae063/5S5A2916+copy.jpg?content-type=image%2Fjpeg","Zeiss Super Speeds, known for their ultra-fast apertures and distinctive image rendering, are favored for low-light and high-contrast cinematography. Their unique character and sharpness have made them a staple for filmmakers seeking speed and style.",
Zeiss,Super Speed,25mm,T1.3,"10""",PL,Super 35,,1x,80mm,N/A,2lbs,Prime,"Available in Mark 1 (expanded scale), Mark 2, or Mark 3 sets, coated or uncoated. <p><a href=""/lens?family=Super%20Speed"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/21b99e85-5eab-4864-860e-92c86187506f/5S5A2931+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/061bff2a-7b6b-43b3-bc4b-89b4806ae063/5S5A2916+copy.jpg?content-type=image%2Fjpeg","Zeiss Super Speeds, known for their ultra-fast apertures and distinctive image rendering, are favored for low-light and high-contrast cinematography. Their unique character and sharpness have made them a staple for filmmakers seeking speed and style.",
Zeiss,Super Speed,35mm,T1.3,"1'2""",PL,Super 35,,1x,80mm,N/A,1.8lbs,Prime,"Available in Mark 1 (expanded scale), Mark 2, or Mark 3 sets, coated or uncoated. <p><a href=""/lens?family=Super%20Speed"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/21b99e85-5eab-4864-860e-92c86187506f/5S5A2931+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/061bff2a-7b6b-43b3-bc4b-89b4806ae063/5S5A2916+copy.jpg?content-type=image%2Fjpeg","Zeiss Super Speeds, known for their ultra-fast apertures and distinctive image rendering, are favored for low-light and high-contrast cinematography. Their unique character and sharpness have made them a staple for filmmakers seeking speed and style.",
Zeiss,Super Speed,50mm,T1.3,"2'6""",PL,Super 35,,1x,80mm,N/A,1.8lbs,Prime,"Available in Mark 1 (expanded scale), Mark 2, or Mark 3 sets, coated or uncoated. <p><a href=""/lens?family=Super%20Speed"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/21b99e85-5eab-4864-860e-92c86187506f/5S5A2931+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/061bff2a-7b6b-43b3-bc4b-89b4806ae063/5S5A2916+copy.jpg?content-type=image%2Fjpeg","Zeiss Super Speeds, known for their ultra-fast apertures and distinctive image rendering, are favored for low-light and high-contrast cinematography. Their unique character and sharpness have made them a staple for filmmakers seeking speed and style.",
Zeiss,Super Speed,65mm,T1.3,"2'6""",PL,Super 35,,1x,80mm,N/A,2.2lbs,Prime,"Available in Mark 2, coated. <p><a href=""/lens?family=Super%20Speed"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/21b99e85-5eab-4864-860e-92c86187506f/5S5A2931+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/061bff2a-7b6b-43b3-bc4b-89b4806ae063/5S5A2916+copy.jpg?content-type=image%2Fjpeg","Zeiss Super Speeds, known for their ultra-fast apertures and distinctive image rendering, are favored for low-light and high-contrast cinematography. Their unique character and sharpness have made them a staple for filmmakers seeking speed and style.",
Zeiss,Super Speed,85mm,T1.3,3',PL,Super 35,,1x,80mm,N/A,2.2lbs,Prime,"Available in Mark 1 (expanded scale), Mark 2, or Mark 3 sets, coated or uncoated. <p><a href=""/lens?family=Super%20Speed"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/21b99e85-5eab-4864-860e-92c86187506f/5S5A2931+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/061bff2a-7b6b-43b3-bc4b-89b4806ae063/5S5A2916+copy.jpg?content-type=image%2Fjpeg","Zeiss Super Speeds, known for their ultra-fast apertures and distinctive image rendering, are favored for low-light and high-contrast cinematography. Their unique character and sharpness have made them a staple for filmmakers seeking speed and style.",
Zeiss,Supreme,18mm,T1.5,"14""",PL,Full Frame,,1x,114mm,N/A,5lbs,Prime,"<p><a href=""/lens?family=Supreme"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/674c2e6b-e576-4de1-af9e-c9de9afaf296/5S5A2953+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/7ba5fd96-0b3a-4f28-a277-8fadf19b4d2e/5S5A2999+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/80e22b81-359b-425e-9841-3cc4e0113795/5S5A2962+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/db3e4c29-ab0f-489e-bb44-faa50a060df1/5S5A2971+copy.jpg?content-type=image%2Fjpeg","Zeiss Supreme Primes deliver extraordinary sharpness and beautiful, natural bokeh with full-frame coverage. These lenses offer consistent color rendition and low distortion, making them a versatile choice for high-end cinematography with precision-engineered optics designed to excel across various shooting conditions.",
Zeiss,Supreme,21mm,T1.5,"13.7""",PL,Full Frame,,1x,95mm,N/A,3.55lbs,Prime,"<p><a href=""/lens?family=Supreme"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/674c2e6b-e576-4de1-af9e-c9de9afaf296/5S5A2953+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/7ba5fd96-0b3a-4f28-a277-8fadf19b4d2e/5S5A2999+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/80e22b81-359b-425e-9841-3cc4e0113795/5S5A2962+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/db3e4c29-ab0f-489e-bb44-faa50a060df1/5S5A2971+copy.jpg?content-type=image%2Fjpeg","Zeiss Supreme Primes deliver extraordinary sharpness and beautiful, natural bokeh with full-frame coverage. These lenses offer consistent color rendition and low distortion, making them a versatile choice for high-end cinematography with precision-engineered optics designed to excel across various shooting conditions.",
Zeiss,Supreme,25mm,T1.5,"10""",PL,Full Frame,,1x,95mm,N/A,3.13lbs,Prime,"<p><a href=""/lens?family=Supreme"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/674c2e6b-e576-4de1-af9e-c9de9afaf296/5S5A2953+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/7ba5fd96-0b3a-4f28-a277-8fadf19b4d2e/5S5A2999+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/80e22b81-359b-425e-9841-3cc4e0113795/5S5A2962+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/db3e4c29-ab0f-489e-bb44-faa50a060df1/5S5A2971+copy.jpg?content-type=image%2Fjpeg","Zeiss Supreme Primes deliver extraordinary sharpness and beautiful, natural bokeh with full-frame coverage. These lenses offer consistent color rendition and low distortion, making them a versatile choice for high-end cinematography with precision-engineered optics designed to excel across various shooting conditions.",
Zeiss,Supreme,29mm,T1.5,"13""",PL,Full Frame,,1x,95mm,N/A,3.55lbs,Prime,"<p><a href=""/lens?family=Supreme"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/674c2e6b-e576-4de1-af9e-c9de9afaf296/5S5A2953+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/7ba5fd96-0b3a-4f28-a277-8fadf19b4d2e/5S5A2999+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/80e22b81-359b-425e-9841-3cc4e0113795/5S5A2962+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/db3e4c29-ab0f-489e-bb44-faa50a060df1/5S5A2971+copy.jpg?content-type=image%2Fjpeg","Zeiss Supreme Primes deliver extraordinary sharpness and beautiful, natural bokeh with full-frame coverage. These lenses offer consistent color rendition and low distortion, making them a versatile choice for high-end cinematography with precision-engineered optics designed to excel across various shooting conditions.",
Zeiss,Supreme,35mm,T1.5,"13""",PL,Full Frame,,1x,95mm,N/A,3.09lbs,Prime,"<p><a href=""/lens?family=Supreme"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/674c2e6b-e576-4de1-af9e-c9de9afaf296/5S5A2953+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/7ba5fd96-0b3a-4f28-a277-8fadf19b4d2e/5S5A2999+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/80e22b81-359b-425e-9841-3cc4e0113795/5S5A2962+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/db3e4c29-ab0f-489e-bb44-faa50a060df1/5S5A2971+copy.jpg?content-type=image%2Fjpeg","Zeiss Supreme Primes deliver extraordinary sharpness and beautiful, natural bokeh with full-frame coverage. These lenses offer consistent color rendition and low distortion, making them a versatile choice for high-end cinematography with precision-engineered optics designed to excel across various shooting conditions.",
